Tipo,Num,Proceso,Enviar A,Fecha Hallazgo,Estado,Eficacia Global,Descripción,Servicio,Fuente,Reportado Por,Indicador,Actividad,,,,,,Fecha Cierre Proyectada,Avance %,Dias,Fecha Cierre,Causa Raiz
No Conformidad,1812,Misionales,calidad,21/Mar/2025,Vencida,,"16. Hasta tanto el Ministerio de Salud y Protección Social regule la materia, el prestador de servicios de salud podrá reusar dispositivos médicos, siempre y cuando el fabricante de dichos dispositivos autorice su reúso. En tal caso, el prestador de servicios de salud cuenta con información documentada que defina: 16.1. Los procedimientos, siguiendo las recomendaciones del fabricante, para el reprocesamiento y control de calidad que demuestren la eficacia, desempeño y esterilidad del producto: Se evidencia 3 procedimientos de no reúso de dispositivos médicos, los cuales no describen el procedimiento realizado en el punto de atención. El documento debe ser revisado y describirlo de acuerdo a los servicios habilitados y los dispositivos utilizados; estos deben seguir las recomendaciones del fabricante.",,Visitas de verificación de la Secretaria de Salud Departamental del Cauca - Santa Rosa - San Juan de Villalobos,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1813,Misionales,calidad,21/Mar/2025,Vencida,,"16.2. Acciones de seguimiento a través de los comités de infecciones, de seguridad del paciente y del programa de tecnovigilancia, que garanticen que el dispositivo no ha perdido la eficacia y desempeño para el cual fue diseñado, ni exponga al riesgo de infecciones o complicaciones al usuario: Al momento de la verificación se evidencia el acto administratico donde implementan los comites institucionales mediante la resolución 128 de 2018 la cual se encuentra firmada, en el punto de atención no presentan los soportes de actas de reuniones anteriores en el cual se pueda evidenciar la operativización.",,Visitas de verificación de la Secretaria de Salud Departamental del Cauca - Santa Rosa - San Juan de Villalobos,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1814,Misionales,calidad,21/Mar/2025,Vencida,,"17.3. Lista de chequeo de los documentos necesarios para el traslado que incluya:17.3.4. Mecanismos tecnológicos que le permitan realizar el proceso (software, correo, entre otros): No se puede evidenciar en el momento de la verificación.",,Visitas de verificación de la Secretaria de Salud Departamental del Cauca - Santa Rosa - San Juan de Villalobos,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1815,Misionales,calidad,21/Mar/2025,Vencida,,"20. La Institución Prestadora de Servicios de Salud que cuente con servicios de salud de los grupos de consulta externa,internación o el servicio de urgencias, cuenta con:21. El Profesional Independiente de Salud y las Entidades con Objeto Social Diferente que oferten y presten servicios de salud de los grupos de consulta externa y los prestadores de servicios de salud de Transporte Especial de Pacientes cuentan con documento del proceso que orienta la atención en salud de las víctimas de violencias sexuales: En el momento de la verificación se evidencia documento de protocolo de atención a victimas de violencia sexual Código MI-PP-VS Versión 2. febrero del 2023. Se evidencia que solo esta contextualizado para el punto de atención de almaguer y no se contemplan la totalidad de las sedes, documento que es trasversal a todas la sedes adscritas al prestador. Se verifica acta de socialización del día 12 de febrero del 2024 donde se evidencia que participan los 4 puntos de atención.",,Visitas de verificación de la Secretaria de Salud Departamental del Cauca - Santa Rosa - San Juan de Villalobos,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1816,Misionales,calidad,21/Mar/2025,Vencida,,"23. Los prestadores de servicios de salud cuentan con información documentada de las condiciones de almacenamiento, conservación, control de fechas de vencimiento, uso y custodia de los medicamentos, dispositivos médicos e insumos contenidos en los kits de derrames de medicamentos, ataque con agentes químicos y de violencias sexuales, según su contenido: No se cuenta documentado las condiciones de almacenamiento, conservación, control de fechas de vencimiento, uso y custodia de los medicamentos, dispositivos médicos e insumos contenidos en los kits de derrames de medicamentos.",,Visitas de verificación de la Secretaria de Salud Departamental del Cauca - Santa Rosa - San Juan de Villalobos,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1817,Misionales,calidad,21/Mar/2025,Vencida,,"27. Cuando el prestador de servicios de salud realice “pruebas en el punto de atención del paciente - (Point of Care Testing - POCT)” en un servicio habilitado cuenta con: 27.1. Información documentada sobre la toma, procesamiento, control de calidad y entrega de resultados: En el momento de la verificación no se evidencia documentado.",,Visitas de verificación de la Secretaria de Salud Departamental del Cauca - Santa Rosa - San Juan de Villalobos,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1818,Misionales,calidad,21/Mar/2025,Vencida,,"27.2. Controles de calidad realizados por un servicio de laboratorio clínico que puede ser propio o contratado para tal fin, cuando aplique, de acuerdo a las especificaciones del fabricante: En el momento de la verificación no se evidencia documentado.",,Visitas de verificación de la Secretaria de Salud Departamental del Cauca - Santa Rosa - San Juan de Villalobos,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1819,Misionales,calidad,21/Mar/2025,Vencida,,27.3. Análisis de los reportes del control de calidad y toma de medidas preventivas y correctivas: En el momento de la verificación no se evidencia documentado.,,Visitas de verificación de la Secretaria de Salud Departamental del Cauca - Santa Rosa - San Juan de Villalobos,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1820,Misionales,calidad,21/Mar/2025,Vencida,,"28. Orientación a los usuarios sobre las condiciones, requisitos y restricciones de acceso, permanencia y salida del vehículo, en condiciones de rutina o en condiciones de emergencia, a cargo del conductor del vehículo y el talento humano en salud: El prestador cuenta documentado PT-MICE-25 Versión 2 fecha 2019 Sálidas de extramurales no cuenta con todas las especificos que se requieren en la normatividad vigente.",,Visitas de verificación de la Secretaria de Salud Departamental del Cauca - Santa Rosa - San Juan de Villalobos,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1821,Misionales,calidad,21/Mar/2025,Vencida,,29. Mecanismos que garanticen comunicación para el seguimiento de los pacientes que lo requieran: El prestador cuenta documentado PT-MICE-25 Versión 2 fecha 2019 Sálidas de extramurales no cuenta con todas las especificos que se requieren en la normatividad vigente.,,Visitas de verificación de la Secretaria de Salud Departamental del Cauca - Santa Rosa - San Juan de Villalobos,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1822,Misionales,calidad,21/Mar/2025,Vencida,,"30. Mecanismos de supervisión de las actividades realizadas en el marco de los eventos de interés en salud pública, cuando aplique: El prestador cuenta documentado PT-MICE-25 Versión 2 fecha 2019 Sálidas de extramurales no cuenta con todas las especificos que se requieren en la normatividad vigente.",,Visitas de verificación de la Secretaria de Salud Departamental del Cauca - Santa Rosa - San Juan de Villalobos,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1823,Misionales,calidad,21/Mar/2025,Vencida,,"3. Los medios electrónicos para la gestión de la historia clínica garantizan la confidencialidad y seguridad, así como el carácter permanente de registrar en esta y en otros registros asistenciales, sin que se puedan modificar los datos una vez se guarden los registros: El proveedor dispone del documento institucional titulado Protocolo de Uso y Custodia de los Registros de la Historia Clínica, con código PL-AP-GD-08, fechado en el año 2023. Sin embargo, al utilizar el sistema electrónico, el proveedor no cuenta con la certificación correspondiente por parte del ingeniero de sistemas que garantiza la confidencialidad y seguridad de la información. Además, aunque se presenta una convención de aprobación presupuestal para el uso del software, aún no se ha formalizado un contrato que asegure la protección de la seguridad y la confidencialidad.",,Visitas de verificación de la Secretaria de Salud Departamental del Cauca - Santa Rosa - San Juan de Villalobos,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1824,Misionales,calidad,21/Mar/2025,Vencida,,"5. La historia clínica y los registros asistenciales se diligencian en forma clara, legible, sin tachones, enmendaduras, intercalaciones, sin dejar espacios en blanco y sin utilizar siglas: El prestador presenta registros de manera física donde se evidencian espacios en blanco, adicional a ello el prestador presenta una etapa de transición donde se encuentra en cambio de sistema de registros de historia clínica y no se evidencian registros de manera digital.",,Visitas de verificación de la Secretaria de Salud Departamental del Cauca - Santa Rosa - San Juan de Villalobos,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1825,Misionales,calidad,21/Mar/2025,Vencida,,"8. La historia clínica y demás registros son conservados en archivo único garantizando la custodia y confidencialidad de los documentos o registros protegidos legalmente por reserva: ""El prestador mantiene registros de historia clínica de manera física en donde no se garantiza la custodia ni la confidencialidad de los documentos o registros protegidos por reserva legal. Se observa que el prestador está en proceso de transición hacia el sistema digital de historia clínica, utilizando el sistema R-FAST. Durante la visita, el prestador entrega un certificado de custodia y confidencialidad, firmado por el ingeniero Alfredo Córdoba Valencia, con cédula de ciudadanía 16734913 y tarjeta profesional. 76255125388VLL Además, los registros digitales se conservan en un archivo único, garantizando la custodia y confidencialidad de los documentos protegidos por reserva legal, accediendo a ellos con el usuario y contraseña correspondiente. Sin embargo, los consentimientos informados se guardan en los consultorios perdiedo la custodia y confidencialidad.""",,Visitas de verificación de la Secretaria de Salud Departamental del Cauca - Santa Rosa - San Juan de Villalobos,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1826,Misionales,calidad,21/Mar/2025,Vencida,,"9. El prestador de servicios de salud cuenta con un procedimiento de consentimiento informado que incluye mecanismos para verificar su aplicación, para que el paciente o usuario o su responsable aprueben o no documentalmente el procedimiento e intervención en salud a que va a ser sometido, previa información de los beneficios, riesgos, alternativas e implicaciones del acto asistencial: Se evidencia que el prestador de servicios de salud cuenta con un Manual de Consentimiento Informado que incluye mecanismos para verificar su aplicación. Este manual garantiza que el paciente, usuario o su responsable aprueben de manera documentada el procedimiento o intervención en salud al que será sometido, previa información sobre los beneficios, riesgos, alternativas e implicaciones del acto asistencial. Además, se debe realizar un seguimiento continuo a la implementación del consentimiento informado ya que el prestador no realiza su implementacion.",,Visitas de verificación de la Secretaria de Salud Departamental del Cauca - Santa Rosa - San Juan de Villalobos,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1827,Misionales,calidad,21/Mar/2025,Vencida,,"11. Cuenta con los siguientes registros, cuando los prestadores de servicios de salud realicen el proceso de esterilización dentro del servicio y fuera de centrales de esterilización: 11.1. Actividades documentadas y realizadas en el procedimiento de reúso de dispositivos médicos acorde con las recomendaciones del fabricante, incluyendo el número de reúsos por cada dispositivo esterilizado: El prestador cuenta con documento "" política reusó de dispositivos en odontología y no reusó en dispositivos médicos"" el cual no se encuentra actualizado a la institución, no se evidencia adherencia al documento, se debe ajustar el documento a lo realizado en el servicio.",,Visitas de verificación de la Secretaria de Salud Departamental del Cauca - Santa Rosa - San Juan de Villalobos,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1828,Misionales,calidad,21/Mar/2025,Vencida,,11.2. Registro de crgas: No se evidencia descrito registro de que se esteriliza en cada carga.,,Visitas de verificación de la Secretaria de Salud Departamental del Cauca - Santa Rosa - San Juan de Villalobos,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
